legacy_id,lon,lat,region_id,rental_methods/0,rental_methods/1,rental_methods/2,short_name,station_id,eightd_has_key_dispenser,external_id,station_type,name,has_kiosk,rental_uris/android,rental_uris/ios,electric_bike_surcharge_waiver,capacity,rack_model,address,dockless_bikes_parking_zone_capacity,region_code,client_station_id
a3a40088-a135-11e9-9cda-0a87ae2ba916,-87.63566762208939,41.896746973093805,0,KEY,CREDITCARD,TRANSITCARD,13017,a3a40088-a135-11e9-9cda-0a87ae2ba916,false,a3a40088-a135-11e9-9cda-0a87ae2ba916,classic,Franklin St & Chicago Ave,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,23,,,,,
a3a4203a-a135-11e9-9cda-0a87ae2ba916,-87.6297910363,41.8793563587,0,KEY,CREDITCARD,TRANSITCARD,TA1305000005,a3a4203a-a135-11e9-9cda-0a87ae2ba916,false,a3a4203a-a135-11e9-9cda-0a87ae2ba916,classic,Dearborn St & Adams St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3b37ce0-a135-11e9-9cda-0a87ae2ba916,-87.63219,41.867491,0,KEY,CREDITCARD,TRANSITCARD,KA1706005007,a3b37ce0-a135-11e9-9cda-0a87ae2ba916,false,a3b37ce0-a135-11e9-9cda-0a87ae2ba916,classic,Delano Ct & Roosevelt Rd,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3ab86b6-a135-11e9-9cda-0a87ae2ba916,-87.673688,41.871262,0,KEY,CREDITCARD,TRANSITCARD,TA1309000064,a3ab86b6-a135-11e9-9cda-0a87ae2ba916,false,a3ab86b6-a135-11e9-9cda-0a87ae2ba916,classic,Wolcott Ave & Polk St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,23,,,,,
a3ab812d-a135-11e9-9cda-0a87ae2ba916,-87.607267,41.866095,0,KEY,CREDITCARD,TRANSITCARD,13431,a3ab812d-a135-11e9-9cda-0a87ae2ba916,false,a3ab812d-a135-11e9-9cda-0a87ae2ba916,classic,Adler Planetarium,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,39,,,,,
a3a62aad-a135-11e9-9cda-0a87ae2ba916,-87.662007,41.877945,0,KEY,CREDITCARD,TRANSITCARD,13206,a3a62aad-a135-11e9-9cda-0a87ae2ba916,false,a3a62aad-a135-11e9-9cda-0a87ae2ba916,classic,Loomis St & Jackson Blvd,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3a497b6-a135-11e9-9cda-0a87ae2ba916,-87.6494219288,41.9105780349,0,KEY,CREDITCARD,TRANSITCARD,13058,a3a497b6-a135-11e9-9cda-0a87ae2ba916,false,a3a497b6-a135-11e9-9cda-0a87ae2ba916,classic,Dayton St & North Ave,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3a5ce97-a135-11e9-9cda-0a87ae2ba916,-87.67722,41.895769,0,KEY,CREDITCARD,TRANSITCARD,13132,a3a5ce97-a135-11e9-9cda-0a87ae2ba916,false,a3a5ce97-a135-11e9-9cda-0a87ae2ba916,classic,Damen Ave & Chicago Ave,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3a50991-a135-11e9-9cda-0a87ae2ba916,-87.6330940425396,41.8750236280333,0,KEY,CREDITCARD,TRANSITCARD,SL-010,a3a50991-a135-11e9-9cda-0a87ae2ba916,false,a3a50991-a135-11e9-9cda-0a87ae2ba916,classic,Financial Pl & Ida B Wells Dr,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,31,,,,,
a3ad711d-a135-11e9-9cda-0a87ae2ba916,-87.6014497734,41.79430062054,0,KEY,CREDITCARD,TRANSITCARD,KA1504000076,a3ad711d-a135-11e9-9cda-0a87ae2ba916,false,a3ad711d-a135-11e9-9cda-0a87ae2ba916,classic,Ellis Ave & 55th St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3a59ec3-a135-11e9-9cda-0a87ae2ba916,-87.66717,41.88592,0,KEY,CREDITCARD,TRANSITCARD,13073,a3a59ec3-a135-11e9-9cda-0a87ae2ba916,false,a3a59ec3-a135-11e9-9cda-0a87ae2ba916,classic,Ashland Ave & Lake St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3a53d70-a135-11e9-9cda-0a87ae2ba916,-87.61728912591934,41.892592119709725,0,KEY,CREDITCARD,TRANSITCARD,TA1306000029,a3a53d70-a135-11e9-9cda-0a87ae2ba916,false,a3a53d70-a135-11e9-9cda-0a87ae2ba916,classic,McClurg Ct & Ohio St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3aa7db3-a135-11e9-9cda-0a87ae2ba916,-87.679258,41.96325,0,KEY,CREDITCARD,TRANSITCARD,TA1309000012,a3aa7db3-a135-11e9-9cda-0a87ae2ba916,false,a3aa7db3-a135-11e9-9cda-0a87ae2ba916,classic,Damen Ave & Sunnyside Ave,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3a80512-a135-11e9-9cda-0a87ae2ba916,-87.677335,41.915983,0,KEY,CREDITCARD,TRANSITCARD,13133,a3a80512-a135-11e9-9cda-0a87ae2ba916,false,a3a80512-a135-11e9-9cda-0a87ae2ba916,classic,Damen Ave & Cortland St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3a7537c-a135-11e9-9cda-0a87ae2ba916,-87.634324,41.903222,0,KEY,CREDITCARD,TRANSITCARD,KA1504000135,a3a7537c-a135-11e9-9cda-0a87ae2ba916,false,a3a7537c-a135-11e9-9cda-0a87ae2ba916,classic,Wells St & Elm St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,23,,,,,
a3a4daa1-a135-11e9-9cda-0a87ae2ba916,-87.641066,41.882242,0,KEY,CREDITCARD,TRANSITCARD,TA1305000032,a3a4daa1-a135-11e9-9cda-0a87ae2ba916,false,a3a4daa1-a135-11e9-9cda-0a87ae2ba916,classic,Clinton St & Madison St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,31,,,,,
a3a4e4e3-a135-11e9-9cda-0a87ae2ba916,-87.655519,41.880419,0,KEY,CREDITCARD,TRANSITCARD,13156,a3a4e4e3-a135-11e9-9cda-0a87ae2ba916,false,a3a4e4e3-a135-11e9-9cda-0a87ae2ba916,classic,Aberdeen St & Monroe St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3a43f48-a135-11e9-9cda-0a87ae2ba916,-87.6246839761734,41.8839840647265,0,KEY,CREDITCARD,TRANSITCARD,13001,a3a43f48-a135-11e9-9cda-0a87ae2ba916,false,a3a43f48-a135-11e9-9cda-0a87ae2ba916,classic,Michigan Ave & Washington St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,43,,,,,
a3a60a65-a135-11e9-9cda-0a87ae2ba916,-87.629912,41.898969,0,KEY,CREDITCARD,TRANSITCARD,TA1307000128,a3a60a65-a135-11e9-9cda-0a87ae2ba916,false,a3a60a65-a135-11e9-9cda-0a87ae2ba916,classic,Dearborn Pkwy & Delaware Pl,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3aa9732-a135-11e9-9cda-0a87ae2ba916,-87.661501,41.872187,0,KEY,CREDITCARD,TRANSITCARD,13332,a3aa9732-a135-11e9-9cda-0a87ae2ba916,false,a3aa9732-a135-11e9-9cda-0a87ae2ba916,classic,Loomis St & Lexington St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3a9e44a-a135-11e9-9cda-0a87ae2ba916,-87.635185,41.880317,0,KEY,CREDITCARD,TRANSITCARD,TA1309000007,a3a9e44a-a135-11e9-9cda-0a87ae2ba916,false,a3a9e44a-a135-11e9-9cda-0a87ae2ba916,classic,Franklin St & Monroe St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,31,,,,,
a3a89ea8-a135-11e9-9cda-0a87ae2ba916,-87.669807,41.936083,0,KEY,CREDITCARD,TRANSITCARD,13269,a3a89ea8-a135-11e9-9cda-0a87ae2ba916,false,a3a89ea8-a135-11e9-9cda-0a87ae2ba916,classic,Ashland Ave & Wellington Ave,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3a4f993-a135-11e9-9cda-0a87ae2ba916,-87.66098386,41.89637337,0,KEY,CREDITCARD,TRANSITCARD,13289,a3a4f993-a135-11e9-9cda-0a87ae2ba916,false,a3a4f993-a135-11e9-9cda-0a87ae2ba916,classic,Eckhart Park,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
a3a8224f-a135-11e9-9cda-0a87ae2ba916,-87.64883,41.919936,0,KEY,CREDITCARD,TRANSITCARD,13192,a3a8224f-a135-11e9-9cda-0a87ae2ba916,false,a3a8224f-a135-11e9-9cda-0a87ae2ba916,classic,Halsted St & Dickens Ave,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,23,,,,,
a3b38728-a135-11e9-9cda-0a87ae2ba916,-87.667968,41.91461,0,KEY,CREDITCARD,TRANSITCARD,18067,a3b38728-a135-11e9-9cda-0a87ae2ba916,false,a3b38728-a135-11e9-9cda-0a87ae2ba916,classic,Walsh Park,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,23,,,,,
9e1fbaaa-e872-4505-ada6-5080e62bef77,-87.63582453131676,41.92393131136619,0,KEY,CREDITCARD,TRANSITCARD,LP-,9e1fbaaa-e872-4505-ada6-5080e62bef77,false,9e1fbaaa-e872-4505-ada6-5080e62bef77,classic,Lincoln Park Conservatory,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,31,,,,,
2,-87.62047290802002,41.8765351944122,,KEY,TRANSITCARD,CREDITCARD,15541,2,false,a3a36d9e-a135-11e9-9cda-0a87ae2ba916,classic,Buckingham Fountain,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,39,,,,,
3,-87.6153553902,41.86722595682,,KEY,TRANSITCARD,CREDITCARD,15544,3,false,a3a37378-a135-11e9-9cda-0a87ae2ba916,classic,Shedd Aquarium,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,55,,,,,
4,-87.613348,41.856268,,KEY,TRANSITCARD,CREDITCARD,15545,4,false,a3a378ca-a135-11e9-9cda-0a87ae2ba916,classic,Burnham Harbor,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,23,,,,,
5,-87.627716,41.874053,,KEY,TRANSITCARD,CREDITCARD,SL-007,5,false,a3a37e26-a135-11e9-9cda-0a87ae2ba916,classic,State St & Harrison St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,23,,,,,
6,-87.612813,41.886976,,KEY,TRANSITCARD,CREDITCARD,KA1503000064,6,false,a3a38363-a135-11e9-9cda-0a87ae2ba916,classic,Dusable Harbor,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,39,,,,,
7,-87.6175165471,41.88634906269,,KEY,TRANSITCARD,CREDITCARD,15534,7,false,a3a3888b-a135-11e9-9cda-0a87ae2ba916,classic,Field Blvd & South Water St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
9,-87.6806044594,41.82879201994,,KEY,TRANSITCARD,CREDITCARD,KA1503000068,9,false,a3a39301-a135-11e9-9cda-0a87ae2ba916,classic,Leavitt St & Archer Ave,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
11,-87.5764501141,41.76663823695,,KEY,TRANSITCARD,CREDITCARD,KA1503000018,11,false,a3a3983e-a135-11e9-9cda-0a87ae2ba916,classic,Jeffery Blvd & 71st St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,11,,,,,
12,-87.5656875719,41.7664094567,,KEY,TRANSITCARD,CREDITCARD,KA1503000002,12,false,a3a39d55-a135-11e9-9cda-0a87ae2ba916,classic,South Shore Dr & 71st St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
13,-87.652705,41.932418,,KEY,TRANSITCARD,CREDITCARD,TA1306000014,13,false,a3a3a282-a135-11e9-9cda-0a87ae2ba916,classic,Wilton Ave & Diversey Pkwy,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,35,,,,,
14,-87.651073,41.858086,,KEY,TRANSITCARD,CREDITCARD,13163,14,false,a3a3a7b4-a135-11e9-9cda-0a87ae2ba916,classic,Morgan St & 18th St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
15,-87.656495,41.858166,,KEY,TRANSITCARD,CREDITCARD,13164,15,false,a3a3ace6-a135-11e9-9cda-0a87ae2ba916,classic,Racine Ave & 18th St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
16,-87.66993016004562,41.90985465216731,,KEY,TRANSITCARD,CREDITCARD,TA1305000037,16,false,a3a3b202-a135-11e9-9cda-0a87ae2ba916,classic,Paulina Ave & North Ave,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
17,-87.673935,41.903119,,KEY,TRANSITCARD,CREDITCARD,TA1305000034,17,false,a3a3b731-a135-11e9-9cda-0a87ae2ba916,classic,Honore St & Division St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,23,,,,,
18,-87.63724207878113,41.88314336439022,,KEY,TRANSITCARD,CREDITCARD,KA1503000072,18,false,a3a3bc53-a135-11e9-9cda-0a87ae2ba916,classic,Wacker Dr & Washington St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
19,-87.659141,41.868968,,KEY,TRANSITCARD,CREDITCARD,13139,19,false,a3a3c174-a135-11e9-9cda-0a87ae2ba916,classic,Throop St & Taylor St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
20,-87.653106,41.910522,,KEY,TRANSITCARD,CREDITCARD,13154,20,false,a3a3c696-a135-11e9-9cda-0a87ae2ba916,classic,Sheffield Ave & Kingsbury St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
21,-87.65478743,41.87772613,,KEY,TRANSITCARD,CREDITCARD,13157,21,false,a3a3cbac-a135-11e9-9cda-0a87ae2ba916,classic,Aberdeen St & Jackson Blvd,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,23,,,,,
22,-87.6554864,41.8694821,,KEY,TRANSITCARD,CREDITCARD,13160,22,false,a3a3d1b8-a135-11e9-9cda-0a87ae2ba916,classic,May St & Taylor St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
23,-87.637715,41.902924,,KEY,TRANSITCARD,CREDITCARD,TA1306000006,23,false,a3a3d6f0-a135-11e9-9cda-0a87ae2ba916,classic,Orleans St & Elm St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
24,-87.62058019638062,41.89184737210993,,KEY,TRANSITCARD,CREDITCARD,TA1305000003,24,false,a3a3dc37-a135-11e9-9cda-0a87ae2ba916,classic,Fairbanks Ct & Grand Ave,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
25,-87.62351,41.89766,,KEY,TRANSITCARD,CREDITCARD,13034,25,false,a3a3e158-a135-11e9-9cda-0a87ae2ba916,classic,Michigan Ave & Pearson St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,23,,,,,
26,-87.61861681938171,41.890847040623804,,KEY,TRANSITCARD,CREDITCARD,TA1306000013,26,false,a3a3e67b-a135-11e9-9cda-0a87ae2ba916,classic,New St & Illinois St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,31,,,,,
27,-87.6435,41.91021,,KEY,TRANSITCARD,CREDITCARD,TA1306000008,27,false,a3a3eb9a-a135-11e9-9cda-0a87ae2ba916,classic,Larrabee St & North Ave,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
28,-87.64332,41.91468,,KEY,TRANSITCARD,CREDITCARD,TA1306000007,28,false,a3a3f0c6-a135-11e9-9cda-0a87ae2ba916,classic,Larrabee St & Menomonee St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
29,-87.6626,41.90068,,KEY,TRANSITCARD,CREDITCARD,13290,29,false,a3a3f5e9-a135-11e9-9cda-0a87ae2ba916,classic,Noble St & Milwaukee Ave,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
30,-87.6677,41.899643,,KEY,TRANSITCARD,CREDITCARD,13248,30,false,a3a3fb5d-a135-11e9-9cda-0a87ae2ba916,classic,Ashland Ave & Augusta Blvd,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
32,-87.65703,41.87464,,KEY,TRANSITCARD,CREDITCARD,TA1306000025,32,false,a3a405a1-a135-11e9-9cda-0a87ae2ba916,classic,Racine Ave & Congress Pkwy,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
33,-87.627844,41.877181,,KEY,TRANSITCARD,CREDITCARD,TA1305000035,33,false,a3a40ad8-a135-11e9-9cda-0a87ae2ba916,classic,State St & Van Buren St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,27,,,,,
34,-87.6344287848,41.9267559875,,KEY,TRANSITCARD,CREDITCARD,13124,34,false,a3a41004-a135-11e9-9cda-0a87ae2ba916,classic,Cannon Dr & Fullerton Ave,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
35,-87.612043,41.892278,,KEY,TRANSITCARD,CREDITCARD,13022,35,false,a3a41526-a135-11e9-9cda-0a87ae2ba916,classic,Streeter Dr & Grand Ave,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,47,,,,,
36,-87.6353211408,41.8777079559,,KEY,TRANSITCARD,CREDITCARD,TA1305000025,36,false,a3a41af5-a135-11e9-9cda-0a87ae2ba916,classic,Franklin St & Jackson Blvd,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,39,,,,,
38,-87.6308760584,41.88602082773,,KEY,TRANSITCARD,CREDITCARD,KA1503000012,38,false,a3a42574-a135-11e9-9cda-0a87ae2ba916,classic,Clark St & Lake St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,27,,,,,
39,-87.6256886059,41.87947235235,,KEY,TRANSITCARD,CREDITCARD,KA1503000015,39,false,a3a42a93-a135-11e9-9cda-0a87ae2ba916,classic,Wabash Ave & Adams St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,23,,,,,
40,-87.6319852213,41.87934437346,,KEY,TRANSITCARD,CREDITCARD,KA1503000034,40,false,a3a42fa7-a135-11e9-9cda-0a87ae2ba916,classic,LaSalle St & Adams St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
41,-87.6295437729,41.87207763285,,KEY,TRANSITCARD,CREDITCARD,SL-008,41,false,a3a434ce-a135-11e9-9cda-0a87ae2ba916,classic,Federal St & Polk St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,19,,,,,
42,-87.626488,41.852619,,KEY,TRANSITCARD,CREDITCARD,TA1305000001,42,false,a3a43a25-a135-11e9-9cda-0a87ae2ba916,classic,Wabash Ave & Cermak Rd,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,11,,,,,
44,-87.62783423066139,41.88462107257936,,KEY,TRANSITCARD,CREDITCARD,TA1305000029,44,false,a3a44476-a135-11e9-9cda-0a87ae2ba916,classic,State St & Randolph St,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,23,,,,,
45,-87.624426,41.876243,,KEY,TRANSITCARD,CREDITCARD,TA1305000010,45,false,a3a4499f-a135-11e9-9cda-0a87ae2ba916,classic,Michigan Ave & Ida B Wells Dr,true,https://chi.lft.to/lastmile_qr_scan,https://chi.lft.to/lastmile_qr_scan,false,15,,,,,
